urls,Titles,Host_name,Property_types,Prices_per_night,Check_ins,Check_outs,Cleaning_fees,Location,Ratings,Num_reviews,Otros,Baños,Maximum_guests,Viajeros,Dormitorios,Camas
https://www.airbnb.es/rooms/6082313?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-24&check_out=2024-11-29&source_impression_id=p3_1730227007_P39zVOo8yPQOuU57&previous_page_section_name=1000&federated_search_id=a760f001-dfff-4251-b31d-90857da9c346?adults=1,"Un apartamento acogedor y luminoso se encuentra en el barrio de Poble Sec, a un paso del Barrio Gótico. Recién renovado y en excelentes condiciones, es ideal para grupos de hasta cuatro personas. Ofrece un alojamiento económico y confortable en el corazón de Barcelona. Licencia HUTB-007003.El espacioEste apartamento dispone de dos dormitorios, un salón con cocina americana, baño y balcón. Al entrar, se accede directamente al amplio salón, que cuenta con una cocina abierta y salida a un pequeño balcón. Adyacente al salón hay una habitación con dos camas individuales. A la derecha, se encuentra el baño y, tras la cocina, la habitación principal. El total es de aproximadamente 60m².EspecificacionesEl apartamento tiene una excelente distribución y amplias superficies. El salón está equipado con un sofá con mesa de centro, además de una mesa de comedor con sillas cerca de la cocina abierta. Incluye un televisor de pantalla plana (LG 32""). El dormitorio principal tiene dos camas (80x200cm) que se pueden unir para formar una cama doble, amplios armarios y mesitas de noche con lámparas de lectura. La segunda habitación cuenta con dos camas individuales (80x200 cm) y una mesita de noche con lámpara de lectura. El baño es luminoso, con productos de Roca y Grohe, ducha, lavabo y acabados de alta calidad.OtroEl apartamento se encuentra en la cuarta planta, lo que asegura luminosidad y tranquilidad. El aire acondicionado (AC) mantiene una temperatura agradable en verano. Destaca el amplio salón con cocina abierta y un pequeño balcón. Ofrece Wi-Fi gratuito (Fibra Óptica 100Mbps) y lavadora. Está ubicado en el cuarto piso de un edificio sin ascensor, con escaleras estrechas y empinadas debido a la antiguedad del edificio.Servicios y zonas comunesMetro cercano: Paral-lel (line 3)Parking cercaPromoparcCarrer de Vila i Vilà 6108004 BarcelonaOtros aspectos destacablesLa tasa turística no está incluida en el precio.El apartamento se alquila completo y los espacios no se comparten con otros huéspedes.Se incluyen sábanas y toallas (una por persona).Número de registroHUTB-007003",Anfitrión: Anders,"Alojamiento entero: apartamento en Barcelona, España",94 €,Horario de llegada: de 14:00 a 21:00,Salida antes de las 10:00,50 €,,"4,62",524,,1 baño,4,4 viajeros,2 dormitorios,4 camas
https://www.airbnb.es/rooms/729078?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2025-08-09&check_out=2025-08-14&source_impression_id=p3_1730227007_P3ZkWv48WRoDQaee&previous_page_section_name=1000&federated_search_id=a760f001-dfff-4251-b31d-90857da9c346?adults=1,"Dúplex acogedor muy cerca de las Ramblas. Cerca de 3 estaciones de metro, distancia corta a todas las principales atracciones en el centro, el Ensanche y la playa.Cocina completamente equipada, 2 dormitorios, WiFi, Nespresso, lavaplatos, y aire acondicionado en todas las habitaciones.Para máximo 4 personas.Muy adecuado para familias. Gente de fiesta irrespetuosa no es bienvenida.Cuarto piso (sin ascensor).Para obtener la mejor elección informada, lea también la descripción completa.El espacioEl apartamento es un dúplex acogedor (con licencia oficial) de 46 m2 en el cuarto y en el último piso de un edificio del siglo IXX. No hay ascensor (por lo tanto no es adecuado para personas con problemas al caminar o familias con niños de 0-3 años) pero al menos su posición asegura más luz que el promedio de casas del centro histórico (con callejones angostos y edificios altos) y también tiene menos ruido.Tiene un salón con cocina americana muy bien equipada y con lavavajillas, dos dormitorios separados (uno con cama doble y uno en el entrepiso con dos camas simples) todos con aire acondicionado y un baño con una bañera pequeña. Es para cuatro personas como máximo.Servicios y zonas comunesNosotros usamos el apartamento para nuestras vacaciones así que puedes estar seguro de que todo lo que hay allí está hecho y conservado por personas que aman su segundo hogar y lo cuidan.El apartamento está completamente renovado y equipado con todo tipo de artefactos (nuevos): internet inalámbrica por fibra óptica, televisión digital con TV LED pantalla plana y montaje multidireccional en la pared, aire acondicionado en todas las habitaciones, radiadores eléctricos, horno, microondas, lavavajillas (que le ahorra MUCHO tiempo precioso), secador de cabello, plancha y tabla de planchar, sombrilla, muchos utensilios de cocina e incluso libros de recetas en español y catalán.Amamos viajar y sabemos que un gran alojamiento (y con precio justo) representa al menos el 50% de las vacaciones. Solo si estás contento con el lugar en el que te alojas puedes realmente relajarse y decir que son una vacaciones exitosas. Y ese es simplemente nuestro objetivo: asegurar que nuestros huéspedes disfruten de nuestro apartamento como lo hacemos nosotros, que se sientan literalmente como en casa, y que su dinero sea bien gastado.Otros aspectos destacablesEl apartamento es para 4 personas como máximo. Bajo ninguna circunstancia puedo aceptar más personas.Tasa turística de Cataluña: € 6,25 por persona y noche, para un máximo de una semana.Los niños menores de 17 años no pagan.El horario regular de check-in es de 15:30 a 23:00. En la práctica, puede ser tan pronto como a las 14:30, si la limpieza se realiza sin problemas y sin necesidad de trabajo adicional.Para entradas después de las 20:00 se aplica un cargo extra:20:00 / 21:00 - €1021:00 / 22:00 - €2022:00 / 23:00 - €30Para hacer el check-in después de las 23:00, le enviaremos la dirección de un servicio de taquillas más el código para abrirla y obtener las llaves.El coste de este servicio es de 25€, que te cobro a través de Airbnb, junto con la tasa turística, si me dices que tu llegada es después de las 23:00.No entregamos las llaves a personas que no forman parte del grupo de viaje (como por ejemplo un amigo que vive en Barcelona).RESERVAS DE ÚLTIMO MINUTOAceptamos reservas de última hora incluso el mismo día, pero a veces puede ser necesaria cierta paciencia si el personal encargado de realizar el check in está muy ocupado.RECOMENDAMOS CONSULTAR ANTES DE HACER LA RESERVA, especificando su hora de llegada deseada. Podemos responderle en unos minutos con una respuesta posible / no posible.RESERVA EN NOMBRELa persona que realiza la reserva también debe formar parte del grupo de viaje. De lo contrario, como por ejemplo un padre que hace la reserva para su hijo y sus amigos, la reserva será rechazada.CHECK-INDebido a malas experiencias pasadas, el check-in se realiza frente a todo el grupo, o sin que falte más de un huésped.Si uno o dos huéspedes llegan antes que los demás, deberán esperar la llegada del resto del grupo para ingresar a la propiedad.Solo se hacen excepciones para viajeros maduros/ancianos.Número de registroHUTB-248167",Anfitrión: Flavio,"Alojamiento entero: apto. residencial en Barcelona, España",99 €,Llegada a partir de las 16:00,Salida antes de las 12:00,65 €,,"4,61",495,,1 baño,4,4 viajeros,2 dormitorios,3 camas
https://www.airbnb.es/rooms/1197658127949521687?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-03&check_out=2024-11-08&source_impression_id=p3_1730227007_P3FxctR9RnIDc1tR&previous_page_section_name=1000&federated_search_id=a760f001-dfff-4251-b31d-90857da9c346?adults=1,Este anfitrión tiene 16 evaluaciones de otros alojamientos. Échales un vistazo,Anfitrión: Ashley,"Alojamiento entero: apartamento en Barcelona, España",110 €,Horario de llegada: de 14:00 a 23:00,Salida antes de las 10:00,94 €,"Barcelona, Catalunya, España",Sin evaluaciones,,,1 baño,4,4 viajeros,2 dormitorios,3 camas
https://www.airbnb.es/rooms/1093382940108512105?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1843038712&search_mode=regular_search&check_in=2025-01-06&check_out=2025-01-11&source_impression_id=p3_1730227006_P373Dp-aY-hpb8hR&previous_page_section_name=1000&federated_search_id=a760f001-dfff-4251-b31d-90857da9c346?adults=1,"En una de las calles principales de la zona, alrededor de tiendas, cafeterías, cerca de las estaciones de metro L3 - L4 y lugares turísticos como Pl. Catalunya, Catedral y a unas cuadras del mar. Esta increíble habitación (20 m2) y tiene un baño privado para compartir solo con el otro dormitorio, y todo lo que se puede ver en las fotos. El piso cuenta con salón y comedor, cocina, baño extra, trastero y espacios al aire libre, 120 m2 completamente amueblados con todo lo necesario, lo único que falta es tu equipaje y buen rolloNúmero de registroExempt",Quédate con Guido,"Habitación en Barcelona, España",59 €,Horario de llegada: de 13:00 a 15:00,Salida antes de las 10:00,50 €,"Barcelona, Catalunya, España","4,75",8,,Baño compartido,2,,,1 cama
https://www.airbnb.es/rooms/40554669?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-03&check_out=2024-11-08&source_impression_id=p3_1730227007_P3P2VWxbkQTQYPA4&previous_page_section_name=1000&federated_search_id=a760f001-dfff-4251-b31d-90857da9c346?adults=1,"Barcelona Urbany Hostel es tu base ideal para explorar Barcelona. Nos encontramos entre la Sagrada Familia y la playa de la Barceloneta. Disfruta de las espectaculares vistas desde nuestras dos terrazas y descansa cómodamente en dormitorio compartido o habitación privada. Wifi y acceso electrónico en todo el edificio.El espacioTenemos dos terrazas, bar, cocina y una gran sala con un proyector y ordenadores con acceso a Internet. Todas las habitaciones tienen baño dentro.Número de registroAJ-000491",Anfitrión: Barcelona Urbany Hostel,"Habitación en Barcelona, España",24 €,Llegada a partir de las 15:00,Salida antes de las 10:00,,"Barcelona, Catalunya, España","4,23",361,1 litera,Baño compartido,1,,,
https://www.airbnb.es/rooms/2910491?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-12-01&check_out=2024-12-06&source_impression_id=p3_1730227007_P3VTpUi_6Yx92euz&previous_page_section_name=1000&federated_search_id=a760f001-dfff-4251-b31d-90857da9c346?adults=1,"Hola soy Sergi ¡¡¡Reformado en mayo de 2022Nuestro hogar es tranquilo y pacífico. Nuestro apartamento está cerca de todo lo emocionante de Barcelona (muy cerca del centro)Si necesitas saber algo sobre la ciudad, ¡estaré encantado de ayudarte!No se puede fumar.El espacioLas habitaciones son amplias.El apartamento se encuentra en una zona tranquila y cercana a todo.Restaurantes de playa,pubsMeterBus linesLas habitaciones son amplias.El apartamento está en una zona tranquila y cerca de todo.PlayaRestaurantesOtros aspectos destacablesCheck in  13hSalida a las 10hEn el momento de la llegada, debemos identificar a todos los huéspedes para satisfacer las demandas del gobierno español.La tasa turística no está incluida, se cobrarán 6,05 euros por persona por día.La hora de llegada de los huéspedes no se cumple y no está motivada, tendrá un recargo de 25 euros por hora de espera.GraciasAl momento del registro, debemos identificar a todos los invitados para satisfacer las demandas del gobierno español.El impuesto turístico no está incluido, se cobrarán 6.05euros por persona por día.La hora de llegada de los huéspedes no se cumple y no se motifica, tendrá un recargo de 25 euros por hora de espera.Graciastasa turística 6,88 € persona y díaNúmero de registroHUTB-008097",Anfitrión: Sergi,"Alojamiento entero: apartamento en Barcelona, España",92 €,Llegada a partir de las 13:00,Salida antes de las 10:00,42 €,,,,,"1,5 baños",6,6 viajeros,3 dormitorios,4 camas
https://www.airbnb.es/rooms/893336277308710394?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1784180668&search_mode=regular_search&check_in=2024-11-10&check_out=2024-11-15&source_impression_id=p3_1730227007_P33zjhWeeGsVvKms&previous_page_section_name=1000&federated_search_id=a760f001-dfff-4251-b31d-90857da9c346?adults=1,"Disfruta de la sencillez de este alojamiento tranquilo y céntrico.10 minutos de la playa , 2 minutos de la rambla , bares , restaurantes , estaciones de metro e trem , mercados , plazas históricas , ruinas romanas y todo que el corazon de el gotic tiene a ofrecer ...Número de registroExempt",Quédate con Leo,"Habitación en Barcelona, España",40 €,Llegada a partir de las 15:00,Salida antes de las 11:00,15 €,,"4,61",88,,Baño compartido,2,,,1 cama
https://www.airbnb.es/rooms/40723364?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-10&check_out=2024-11-15&source_impression_id=p3_1730227007_P3fH8_maAkRr-6T6&previous_page_section_name=1000&federated_search_id=a760f001-dfff-4251-b31d-90857da9c346?adults=1,"Urbany BCN GO!, situado en pleno centro de Barcelona, es un hostel moderno en un edificio reformado, la antigua sede de la Asociación de Arquitectos. En verano, toma el sol en la azotea y refréscate en la minipiscina. Sin toque de queda y con una recepción abierta las 24 horas, podrás entrar y salir cuando quieras.Número de registroAJ-000568",Anfitrión: Urbany BCN Go,"Habitación en Barcelona, España",24 €,Llegada a partir de las 15:00,Salida antes de las 10:00,,"Barcelona, Cataluña, España","4,11",213,,Baño compartido,2,,,1 cama
https://www.airbnb.es/rooms/1202750158904165026?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-12-15&check_out=2024-12-20&source_impression_id=p3_1730227007_P30d1KySKifClr4i&previous_page_section_name=1000&federated_search_id=a760f001-dfff-4251-b31d-90857da9c346?adults=1,"Situado en pleno Barrio Gótico, en el corazón de Barcelona. Al lado del Mercado de Santa Caterina, la Catedral y el Born.A dos calles del Palau de la Música Catalana (una de las principales salas de conciertos del mundo) y muy cercano a Plaza Catalunya, a las zonas comerciales de Barcelona (Ramblas, Paseo de Gracia, Porta Ferrisa, Portal de l’Angel) y a dos pasos de la iglesia de Santa María del Mar.Lic. Prov. segun sent. 129/2024 de 16/04/24 exp. Ajuntament 01-IU2019-2369> Piso 1º 3ªEl espacioApartamento exterior 54 m² en edificio rehabilitado en 2010 (completamente nuevo), con ascensor, en c/ Sant Pere Més Baix  - Ciutat Vella.Totalmente amueblado: electrodomésticos (lavadora, nevera, horno, microondas, tostadora, hervidor eléctrico, secador de pelo, plancha), enseres cocina, vajilla y cubertería, ropa de hogar (mantas, toallas, sábanas). Consta de: • 1 dormitorio con cama de matrimonio de 150 cm. • 1 dormitorio con cama de matrimonio de 135 cm. • 1 baño con ducha • salón comedor con cocina americana • calefacción  • Ventiladores en las habitaciones. 01-IU2019-2369  - Licencia provisional  1_2019_0519213_1 / 18_9_2019 / Ajuntament de Barcelona de conformidad con la sentencia núm. 129/2024 de 16 de abril dictada por el Juzgado de lo Contencioso-Administrativo núm. 16 de Barcelona y de conformidad con la circular interpretativa de 12 de marzo de 2014 de la Generalitat de Catalunya (piso 1º-3ª)Número de registroHUTB-000000",Anfitrión: Cristian,"Alojamiento entero: apartamento en Barcelona, España",80 €,Llegada a partir de las 15:00,Máximo 4 huéspedes,45 €,"Barcelona, Catalunya, España","4,44",9,,1 baño,4,4 viajeros,2 dormitorios,2 camas
https://www.airbnb.es/rooms/45576362?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1436856880&search_mode=regular_search&check_in=2024-11-28&check_out=2024-12-03&source_impression_id=p3_1730227007_P3GUajplYL2AY4eY&previous_page_section_name=1000&federated_search_id=a760f001-dfff-4251-b31d-90857da9c346?adults=1,"Preciosa habitación doble disponible en el corazón de la ciudad de Barcelona. Hay muchos restaurantes, bares, museos y actividades turísticas alrededor. La habitación está en la zona del centro de la ciudad, que es una muy buena ubicación, a 3 minutos de la línea de metro púrpura, a 8 minutos de la línea roja del metro (ambos a poca distancia a pie) y muy bien comunicado con los autobuses. Vas a compartir el piso conmigo y con mi perro (Zero🐶), soy muy amable, me apasiona viajar y recibir a personas de todo el mundo.El espacioEs una habitación acogedora, con suficiente espacio para dos viajeros, una cama doble, un armario grande y una mesa pequeña justo al lado de la cama.El apartamento es bastante bonito, bien equipado, sala de estar y una pequeña terraza. :)Es importante decir que el barrio es tranquilo, pero tenemos ventanas insonorizadas que hacen que el piso sea aún más tranquilo.Servicios y zonas comunesLa habitación, el baño y el pequeño balcón. La cocina no esta disponible.Durante tu estanciaSoy muy amable, me encanta hablar con diferentes personas y también estoy abierto a escuchar tus necesidades durante tu estancia.Mi objetivo principal es que te sientas cómodo y que tu viaje sea aún mayor :)Otros aspectos destacablesLa cocina no esta disponible.Número de registroExempt",Quédate con Giovanna,"Habitación en Barcelona, España",50 €,Horario de llegada: de 16:00 a 20:00,Salida antes de las 12:00,10 €,"Barcelona, Catalunya, España",,,,Baño compartido,2,,,1 cama de matrimonio
https://www.airbnb.es/rooms/1193422286739955479?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1945349372&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-06&source_impression_id=p3_1730227007_P3sRE6KKoNB-xbHo&previous_page_section_name=1000&federated_search_id=a760f001-dfff-4251-b31d-90857da9c346?adults=1,"Descubre tu retiro ideal en el corazón del Born, Barcelona. Ubicada en un apartamento con encanto, esta habitación doble ofrece comodidad y conveniencia. Relájate en una acogedora cama doble después de un día de exploración.  Disfruta de nuestra cocina totalmente equipada y relájate en uno de los dos baños compartidos. Situado en el corazón del Born, estás a solo unos pasos de las animadas calles del barrio, llenas de boutiques, cafeterías y atracciones culturales.Servicios y zonas comunesZonas comunes son la cocina totalmente equipada y dos baños compartidos, equipados con todos los elementos esenciales para su comodidad.Número de registroExempt",Quédate con Alejandro,"Habitación en Barcelona, España",63 €,Horario de llegada: de 15:00 a 21:00,Salida antes de las 11:00,40 €,,Nuevo,,,Baño compartido,2,,,1 cama
